,ALARM_BOX_LOCATION,location,lat,lon
18911,CROSS IS PKWY- LINDEN BL TO JAMAICA AVE,"800 W Laurel St, Independence, KS 67301, USA",37.2256055,-95.7162018
18912,VAN WYCK EXPY- QUEENS BLVD TO JAMAICA AV,"800 W Laurel St, Independence, KS 67301, USA",37.2256055,-95.7162018
18913,VAN WYCK EXPY- QUEENS BLVD TO JAMAICA AV,"800 W Laurel St, Independence, KS 67301, USA",37.2256055,-95.7162018
18914,CROSS IS PKWY- S STATE PKWY TO LINDEN BL,"800 W Laurel St, Independence, KS 67301, USA",37.2256055,-95.7162018
18915,CROSS IS PKWY- JAMAICA AV TO HILLSIDE AV,"800 W Laurel St, Independence, KS 67301, USA",37.2256055,-95.7162018
18916,"P.S. 289, ST. MARKS & KINGSTON AVES.","800 W Laurel St, Independence, KS 67301, USA",37.2256055,-95.7162018
18917,AULTMAN AVE & NUGENT ST\RICHMOND VFD,"800 W Laurel St, Independence, KS 67301, USA",37.2256055,-95.7162018
18918,DONGAN HILLS AVE AND JOYCE ST,"800 W Laurel St, Independence, KS 67301, USA",37.2256055,-95.7162018
18919,FDR DR - E 22 TO E 32 ST,"800 W Laurel St, Independence, KS 67301, USA",37.2256055,-95.7162018
18920,BRIDGEWATER ST & APOLLO ST->,"800 W Laurel St, Independence, KS 67301, USA",37.2256055,-95.7162018
18921,"PS 16, BEDFORD AV & WILSON ST","800 W Laurel St, Independence, KS 67301, USA",37.2256055,-95.7162018
18922,MIDTOWN EXPY - VAN DAM ST TO 42 ST,"800 W Laurel St, Independence, KS 67301, USA",37.2256055,-95.7162018
18923,14 AVE & 147 ST,"800 W Laurel St, Independence, KS 67301, USA",37.2256055,-95.7162018
18924,14 AVE & 147 ST,"800 W Laurel St, Independence, KS 67301, USA",37.2256055,-95.7162018
18925,PS 100 W3 ST BTW W2 PL & W BRIGHTON AV,"800 W Laurel St, Independence, KS 67301, USA",37.2256055,-95.7162018
18926,GIVAN AVE AND 222ND ST,"800 W Laurel St, Independence, KS 67301, USA",37.2256055,-95.7162018
18927,CROSS IS PKWY- LINDEN BL TO JAMAICA AVE,"800 W Laurel St, Independence, KS 67301, USA",37.2256055,-95.7162018
18928,HPTM AVE E & 2 ST-VIA HALLECK ST,"800 W Laurel St, Independence, KS 67301, USA",37.2256055,-95.7162018
18929,LOOP RD-1900' EAST OF HUNTS PT AV,"800 W Laurel St, Independence, KS 67301, USA",37.2256055,-95.7162018
18930,VAN WYCK EXPY - ROCKAWAY BLVD TO JFK,"800 W Laurel St, Independence, KS 67301, USA",37.2256055,-95.7162018
18931,FDR DR - E 115 TO E 118 ST,"800 W Laurel St, Independence, KS 67301, USA",37.2256055,-95.7162018
18932,VAN WYCK EXPY - ROCKAWAY BLVD TO JFK,"800 W Laurel St, Independence, KS 67301, USA",37.2256055,-95.7162018
18933,VAN WYCK EXPY- HILLSIDE TO ATLANTIC AVES,"800 W Laurel St, Independence, KS 67301, USA",37.2256055,-95.7162018
18934,CROSS IS PKWY- LINDEN BL TO JAMAICA AVE,"800 W Laurel St, Independence, KS 67301, USA",37.2256055,-95.7162018
18935,W SHORE EXPY-HUGUENOT AVE TO OUTERBRDG,"800 W Laurel St, Independence, KS 67301, USA",37.2256055,-95.7162018
18936,"PS 9, 250 E 183 ST","800 W Laurel St, Independence, KS 67301, USA",37.2256055,-95.7162018
18937,"PS 70, WEEKS AV-BTW 173 & 174 STS","800 W Laurel St, Independence, KS 67301, USA",37.2256055,-95.7162018
18938,P.D. 20 PCT. 82 ST. BET AMST & COL. AV.,"800 W Laurel St, Independence, KS 67301, USA",37.2256055,-95.7162018
18939,PS327 BRISTOL ST BTW PITKIN & SUTTER AVE,"800 W Laurel St, Independence, KS 67301, USA",37.2256055,-95.7162018
18940,WEST & 10 STS,"800 W Laurel St, Independence, KS 67301, USA",37.2256055,-95.7162018
18941,PS 71 62-85 FOREST AVE. & BLEEKER ST,"800 W Laurel St, Independence, KS 67301, USA",37.2256055,-95.7162018
18942,FDR DR - E 48 TO E 61 ST,"800 W Laurel St, Independence, KS 67301, USA",37.2256055,-95.7162018
18943,VAN WYCK EXPY- HILLSIDE TO ATLANTIC AVES,"800 W Laurel St, Independence, KS 67301, USA",37.2256055,-95.7162018
18944,FDR DR - DELANCEY ST TO E 4 ST,"800 W Laurel St, Independence, KS 67301, USA",37.2256055,-95.7162018
18945,VAN WYCK EXPY - ROCKAWAY BLVD TO JFK,"800 W Laurel St, Independence, KS 67301, USA",37.2256055,-95.7162018
18946,FDR DR - E 22 TO E 32 ST,"800 W Laurel St, Independence, KS 67301, USA",37.2256055,-95.7162018
18947,HUMBOLDT & WITHERS STS,"800 W Laurel St, Independence, KS 67301, USA",37.2256055,-95.7162018
18948,CROSS BAY BLVD & 156 AVE,"800 W Laurel St, Independence, KS 67301, USA",37.2256055,-95.7162018
18949,FDR DR - E 33 TO E 47 ST,"800 W Laurel St, Independence, KS 67301, USA",37.2256055,-95.7162018
18950,N CONDUIT AVE & 128 ST,"800 W Laurel St, Independence, KS 67301, USA",37.2256055,-95.7162018
18951,QNS COLL MAIN GATE KISSENA BLVD NEAR 65,"800 W Laurel St, Independence, KS 67301, USA",37.2256055,-95.7162018
18952,HARLEM RIVER DR - W 190 ST TO DYCKMAN ST,"800 W Laurel St, Independence, KS 67301, USA",37.2256055,-95.7162018
18953,VAN WYCK EXPY- WHITESTONE TO NORTHERN BL,"800 W Laurel St, Independence, KS 67301, USA",37.2256055,-95.7162018
18954,FDR DR - PIKE SLIP TO DELANCEY ST,"800 W Laurel St, Independence, KS 67301, USA",37.2256055,-95.7162018
18955,MIDTOWN EXPY - 61 ST TO 75 ST,"800 W Laurel St, Independence, KS 67301, USA",37.2256055,-95.7162018
18956,"P.S. 212, HARWAY AVE. & BAY 49TH ST.","800 W Laurel St, Independence, KS 67301, USA",37.2256055,-95.7162018
18957,VAN WYCK EXPY- QUEENS BLVD TO JAMAICA AV,"800 W Laurel St, Independence, KS 67301, USA",37.2256055,-95.7162018
18958,VAN WYCK EXPY - ROCKAWAY BLVD TO JFK,"800 W Laurel St, Independence, KS 67301, USA",37.2256055,-95.7162018
18959,BOOTH MEMORIAL AVE & 156 ST,"800 W Laurel St, Independence, KS 67301, USA",37.2256055,-95.7162018
18960,TIBBETT AVE AND W 250TH ST,"800 W Laurel St, Independence, KS 67301, USA",37.2256055,-95.7162018
18961,VAN WYCK EXPY- QUEENS BLVD TO JAMAICA AV,"800 W Laurel St, Independence, KS 67301, USA",37.2256055,-95.7162018
18962,VARICK AVE & CHERRY ST->,"800 W Laurel St, Independence, KS 67301, USA",37.2256055,-95.7162018
18963,VARICK AVE & CHERRY ST->,"800 W Laurel St, Independence, KS 67301, USA",37.2256055,-95.7162018
18964,CROSS BAY BLVD. & 160 AVE.,"800 W Laurel St, Independence, KS 67301, USA",37.2256055,-95.7162018
18965,139 AVE & 219 ST,"800 W Laurel St, Independence, KS 67301, USA",37.2256055,-95.7162018
18966,PS 98 DOUGLASTON PKWY BET 40 & 41 AVE,"800 W Laurel St, Independence, KS 67301, USA",37.2256055,-95.7162018
18967,COUNTRY CLUB RD AND AGAR PL,"800 W Laurel St, Independence, KS 67301, USA",37.2256055,-95.7162018
18968,CROSS BAY BLVD & 156 AVE,"800 W Laurel St, Independence, KS 67301, USA",37.2256055,-95.7162018
18969,14 AVE & 147 ST,"800 W Laurel St, Independence, KS 67301, USA",37.2256055,-95.7162018
18970,DUBOIS AVE & HURST ST NYCTA BUS GARAGE,"800 W Laurel St, Independence, KS 67301, USA",37.2256055,-95.7162018
18971,14 AVE & 147 ST,"800 W Laurel St, Independence, KS 67301, USA",37.2256055,-95.7162018
18972,38 AVE & 221 ST,"800 W Laurel St, Independence, KS 67301, USA",37.2256055,-95.7162018
18973,CROSS IS PKWY- S STATE PKWY TO LINDEN BL,"800 W Laurel St, Independence, KS 67301, USA",37.2256055,-95.7162018
18974,14 AVE & 147 ST,"800 W Laurel St, Independence, KS 67301, USA",37.2256055,-95.7162018
18975,J.H.S. 189 BARCLAY AVE & 147 ST.,"800 W Laurel St, Independence, KS 67301, USA",37.2256055,-95.7162018
18976,VAN WYCK EXPY- QUEENS BLVD TO JAMAICA AV,"800 W Laurel St, Independence, KS 67301, USA",37.2256055,-95.7162018
18977,VARICK AVE & CHERRY ST->,"800 W Laurel St, Independence, KS 67301, USA",37.2256055,-95.7162018
18978,FDR DR - PIKE SLIP TO DELANCEY ST,"800 W Laurel St, Independence, KS 67301, USA",37.2256055,-95.7162018
18979,VAN WYCK EXPY- QUEENS BLVD TO JAMAICA AV,"800 W Laurel St, Independence, KS 67301, USA",37.2256055,-95.7162018
18980,VARICK AVE & CHERRY ST->,"800 W Laurel St, Independence, KS 67301, USA",37.2256055,-95.7162018
18981,"P.S. 170, 6TH AVE BTW 71ST &72ND STS","800 W Laurel St, Independence, KS 67301, USA",37.2256055,-95.7162018
18982,VARICK AVE & CHERRY ST->,"800 W Laurel St, Independence, KS 67301, USA",37.2256055,-95.7162018
18983,NEW ENG THWY SB AT REEDS MILL LA,"800 W Laurel St, Independence, KS 67301, USA",37.2256055,-95.7162018
18984,"PS 81, RIVERDALE AVE. BET. 255-256 STS.","800 W Laurel St, Independence, KS 67301, USA",37.2256055,-95.7162018
18985,E/S CROSS BAY BLVD OPP 153 AV,"800 W Laurel St, Independence, KS 67301, USA",37.2256055,-95.7162018
18986,"PS 144, 122 ST-BTW 7 & LENOX AVES","800 W Laurel St, Independence, KS 67301, USA",37.2256055,-95.7162018
18987,FDR DR - DELANCEY ST TO E 4 ST,"800 W Laurel St, Independence, KS 67301, USA",37.2256055,-95.7162018
18988,P.S. 140 EAGLE AV & 163 ST,"800 W Laurel St, Independence, KS 67301, USA",37.2256055,-95.7162018
18989,P.S. 140 EAGLE AV & 163 ST,"800 W Laurel St, Independence, KS 67301, USA",37.2256055,-95.7162018
18990,PS 204 15 AVE-BTW 81 & 82 STS,"800 W Laurel St, Independence, KS 67301, USA",37.2256055,-95.7162018
18991,MIDTOWN EXPY - VAN DAM ST TO 42 ST,"800 W Laurel St, Independence, KS 67301, USA",37.2256055,-95.7162018
18992,VARICK AVE & CHERRY ST->,"800 W Laurel St, Independence, KS 67301, USA",37.2256055,-95.7162018
18993,SUTTER AV & PENNSYLVANIA AV/G. PAYNE AVE,"800 W Laurel St, Independence, KS 67301, USA",37.2256055,-95.7162018
18994,VAN WYCK EXPY- QUEENS BLVD TO JAMAICA AV,"800 W Laurel St, Independence, KS 67301, USA",37.2256055,-95.7162018
18995,H HUDSON PKWY - W 86 TO W 89 STS,"800 W Laurel St, Independence, KS 67301, USA",37.2256055,-95.7162018
18996,N/B BRUCKNER BLVD-400' W OF TAYLOR AV,"800 W Laurel St, Independence, KS 67301, USA",37.2256055,-95.7162018
18997,VARICK AVE & CHERRY ST->,"800 W Laurel St, Independence, KS 67301, USA",37.2256055,-95.7162018
18998,VARICK AVE & CHERRY ST->,"800 W Laurel St, Independence, KS 67301, USA",37.2256055,-95.7162018
18999,FDR DR - E 33 TO E 47 ST,"800 W Laurel St, Independence, KS 67301, USA",37.2256055,-95.7162018
19000,FDR DR - E 89 TO E 114 ST,"800 W Laurel St, Independence, KS 67301, USA",37.2256055,-95.7162018
19001,ARDEN AVE & VETERANS RD WEST,"800 W Laurel St, Independence, KS 67301, USA",37.2256055,-95.7162018
19002,QNS COLL MAIN GATE KISSENA BLVD NEAR 65,"800 W Laurel St, Independence, KS 67301, USA",37.2256055,-95.7162018
19003,LINDBERGH AVE AND 10TH ST,"800 W Laurel St, Independence, KS 67301, USA",37.2256055,-95.7162018
19004,GARDNER & MASPETH AVES,"800 W Laurel St, Independence, KS 67301, USA",37.2256055,-95.7162018
19005,28 AVE & 202 ST,"800 W Laurel St, Independence, KS 67301, USA",37.2256055,-95.7162018
19006,GARDNER & MASPETH AVES,"800 W Laurel St, Independence, KS 67301, USA",37.2256055,-95.7162018
19007,VARICK AVE & CHERRY ST->,"800 W Laurel St, Independence, KS 67301, USA",37.2256055,-95.7162018
19008,FDR DR - E 33 TO E 47 ST,"800 W Laurel St, Independence, KS 67301, USA",37.2256055,-95.7162018
19009,VARICK AVE & CHERRY ST->,"800 W Laurel St, Independence, KS 67301, USA",37.2256055,-95.7162018
19010,LI EXPY -COLLEGE PT BLVD TO KISSENA BLVD,"800 W Laurel St, Independence, KS 67301, USA",37.2256055,-95.7162018
19011,H HUDSON PKWY - W 185 TO DYCKMAN ST,"800 W Laurel St, Independence, KS 67301, USA",37.2256055,-95.7162018
19012,VARICK AVE & CHERRY ST->,"800 W Laurel St, Independence, KS 67301, USA",37.2256055,-95.7162018
19013,FDR DR - E 115 TO E 118 ST,"800 W Laurel St, Independence, KS 67301, USA",37.2256055,-95.7162018
19014,FDR DR - OLD SLIP TO PIKE SLIP,"800 W Laurel St, Independence, KS 67301, USA",37.2256055,-95.7162018
19015,RICHMOND TERRACE & ALASKA ST,"800 W Laurel St, Independence, KS 67301, USA",37.2256055,-95.7162018
19016,NELSON AVE & BELDEN ST,"800 W Laurel St, Independence, KS 67301, USA",37.2256055,-95.7162018
19017,CASWELL AVE & CAMBRIDGE AVE,"800 W Laurel St, Independence, KS 67301, USA",37.2256055,-95.7162018
19018,VAN WYCK EXPY- NORTHERN BL TO QUEENS BLV,"800 W Laurel St, Independence, KS 67301, USA",37.2256055,-95.7162018
19019,FDR DR - PIKE SLIP TO DELANCEY ST,"800 W Laurel St, Independence, KS 67301, USA",37.2256055,-95.7162018
19020,CROSS IS PKWY- LINDEN BL TO JAMAICA AVE,"800 W Laurel St, Independence, KS 67301, USA",37.2256055,-95.7162018
19021,LI EXPY -COLLEGE PT BLVD TO KISSENA BLVD,"800 W Laurel St, Independence, KS 67301, USA",37.2256055,-95.7162018
19022,CROSS IS PKWY- S STATE PKWY TO LINDEN BL,"800 W Laurel St, Independence, KS 67301, USA",37.2256055,-95.7162018
19023,MORRIS PARK AVE 250' E OF NEWPORT AVE,"800 W Laurel St, Independence, KS 67301, USA",37.2256055,-95.7162018
19024,RICHMOND AVE AT FRESH KILL BRIDGE,"800 W Laurel St, Independence, KS 67301, USA",37.2256055,-95.7162018
19025,CROSS IS PKWY- THROGS NECK TO F LEWIS BL,"800 W Laurel St, Independence, KS 67301, USA",37.2256055,-95.7162018
19026,VAN WYCK EXPY- HILLSIDE TO ATLANTIC AVES,"800 W Laurel St, Independence, KS 67301, USA",37.2256055,-95.7162018
19027,VAN WYCK EXPY- WHITESTONE TO NORTHERN BL,"800 W Laurel St, Independence, KS 67301, USA",37.2256055,-95.7162018
19028,GIVAN AVE AND 222ND ST,"800 W Laurel St, Independence, KS 67301, USA",37.2256055,-95.7162018
19029,PS 221 EMPIRE BLVD BTW TROY & SCHENECTAD,"800 W Laurel St, Independence, KS 67301, USA",37.2256055,-95.7162018
19030,HARLEM RIVER DR - W 158 ST TO W 164 ST,"800 W Laurel St, Independence, KS 67301, USA",37.2256055,-95.7162018
19031,CROSS IS PKWY- S STATE PKWY TO LINDEN BL,"800 W Laurel St, Independence, KS 67301, USA",37.2256055,-95.7162018
19032,37 AVE & 126 ST,"800 W Laurel St, Independence, KS 67301, USA",37.2256055,-95.7162018
19033,VARICK AVE & CHERRY ST->,"800 W Laurel St, Independence, KS 67301, USA",37.2256055,-95.7162018
19034,CROSS IS PKWY- NORTHERN BL TO FT TOTTEN,"800 W Laurel St, Independence, KS 67301, USA",37.2256055,-95.7162018
19035,FDR DR - E 89 TO E 114 ST,"800 W Laurel St, Independence, KS 67301, USA",37.2256055,-95.7162018
19036,VARICK AVE & CHERRY ST->,"800 W Laurel St, Independence, KS 67301, USA",37.2256055,-95.7162018
19037,CROSS IS PKWY- LINDEN BL TO JAMAICA AVE,"800 W Laurel St, Independence, KS 67301, USA",37.2256055,-95.7162018
19038,VAN WYCK EXPY - ROCKAWAY BLVD TO JFK,"800 W Laurel St, Independence, KS 67301, USA",37.2256055,-95.7162018
19039,CROSS BAY BLVD & 156 AVE,"800 W Laurel St, Independence, KS 67301, USA",37.2256055,-95.7162018
19040,BMT N @ FT HAMILTON PKWY & 62 ST,"800 W Laurel St, Independence, KS 67301, USA",37.2256055,-95.7162018
19041,CROSS IS PKWY- JAMAICA AV TO HILLSIDE AV,"800 W Laurel St, Independence, KS 67301, USA",37.2256055,-95.7162018
19042,VAN WYCK EXPY- WHITESTONE TO NORTHERN BL,"800 W Laurel St, Independence, KS 67301, USA",37.2256055,-95.7162018
19043,FDR DR - E 48 TO E 61 ST,"800 W Laurel St, Independence, KS 67301, USA",37.2256055,-95.7162018
19044,CROSS IS PKWY- NORTHERN BL TO FT TOTTEN,"800 W Laurel St, Independence, KS 67301, USA",37.2256055,-95.7162018
19045,VARICK AVE & CHERRY ST->,"800 W Laurel St, Independence, KS 67301, USA",37.2256055,-95.7162018
19046,VARICK AVE & CHERRY ST->,"800 W Laurel St, Independence, KS 67301, USA",37.2256055,-95.7162018
19047,VARICK AVE & CHERRY ST->,"800 W Laurel St, Independence, KS 67301, USA",37.2256055,-95.7162018
19048,VARICK AVE & CHERRY ST->,"800 W Laurel St, Independence, KS 67301, USA",37.2256055,-95.7162018
19049,VARICK AVE & CHERRY ST->,"800 W Laurel St, Independence, KS 67301, USA",37.2256055,-95.7162018
19050,64 AVE & CLOVERDALE BLVD,"800 W Laurel St, Independence, KS 67301, USA",37.2256055,-95.7162018
19051,HUMBOLDT & WITHERS STS,"800 W Laurel St, Independence, KS 67301, USA",37.2256055,-95.7162018
19052,W SHORE EXPY-HUGUENOT AVE TO OUTERBRDG,"800 W Laurel St, Independence, KS 67301, USA",37.2256055,-95.7162018
19053,"P.S. 48, BTW 60TH & 61ST STS ON 18TH AVE","800 W Laurel St, Independence, KS 67301, USA",37.2256055,-95.7162018
19054,VAN WYCK EXPY- WHITESTONE TO NORTHERN BL,"800 W Laurel St, Independence, KS 67301, USA",37.2256055,-95.7162018
19055,VAN WYCK EXPY- HILLSIDE TO ATLANTIC AVES,"800 W Laurel St, Independence, KS 67301, USA",37.2256055,-95.7162018
19056,METROPOLITAN AV-500' W OF 69 ST-CEM. GAT,"800 W Laurel St, Independence, KS 67301, USA",37.2256055,-95.7162018
19057,FDR DR - E 89 TO E 114 ST,"800 W Laurel St, Independence, KS 67301, USA",37.2256055,-95.7162018
19058,VAN WYCK EXPY-ATLANTIC AV TO ROCKAWAY BL,"800 W Laurel St, Independence, KS 67301, USA",37.2256055,-95.7162018
19059,FDR DR - DELANCEY ST TO E 4 ST,"800 W Laurel St, Independence, KS 67301, USA",37.2256055,-95.7162018
19060,LI EXPY -COLLEGE PT BLVD TO KISSENA BLVD,"800 W Laurel St, Independence, KS 67301, USA",37.2256055,-95.7162018
19061,LI EXPY -COLLEGE PT BLVD TO KISSENA BLVD,"800 W Laurel St, Independence, KS 67301, USA",37.2256055,-95.7162018
19062,LI EXPY -COLLEGE PT BLVD TO KISSENA BLVD,"800 W Laurel St, Independence, KS 67301, USA",37.2256055,-95.7162018
19063,GARDNER & MASPETH AVES,"800 W Laurel St, Independence, KS 67301, USA",37.2256055,-95.7162018
19064,FDR DR - OLD SLIP TO PIKE SLIP,"800 W Laurel St, Independence, KS 67301, USA",37.2256055,-95.7162018
19065,VAN WYCK EXPY- QUEENS BLVD TO JAMAICA AV,"800 W Laurel St, Independence, KS 67301, USA",37.2256055,-95.7162018
19066,VAN WYCK EXPY - ROCKAWAY BLVD TO JFK,"800 W Laurel St, Independence, KS 67301, USA",37.2256055,-95.7162018
19067,MORRIS PARK AVE 250' E OF NEWPORT AVE,"800 W Laurel St, Independence, KS 67301, USA",37.2256055,-95.7162018
19068,LI EXPY -COLLEGE PT BLVD TO KISSENA BLVD,"800 W Laurel St, Independence, KS 67301, USA",37.2256055,-95.7162018
19069,FDR DR - PIKE SLIP TO DELANCEY ST,"800 W Laurel St, Independence, KS 67301, USA",37.2256055,-95.7162018
19070,MORRIS PARK AVE 250' E OF NEWPORT AVE,"800 W Laurel St, Independence, KS 67301, USA",37.2256055,-95.7162018
19071,LI EXPY -COLLEGE PT BLVD TO KISSENA BLVD,"800 W Laurel St, Independence, KS 67301, USA",37.2256055,-95.7162018
19072,LI EXPY -COLLEGE PT BLVD TO KISSENA BLVD,"800 W Laurel St, Independence, KS 67301, USA",37.2256055,-95.7162018
19073,BRIDGEWATER ST & APOLLO ST->,"800 W Laurel St, Independence, KS 67301, USA",37.2256055,-95.7162018
19074,CROSS IS PKWY- F LEWIS BL TO WHITESTONE,"800 W Laurel St, Independence, KS 67301, USA",37.2256055,-95.7162018
19075,FDR DR - OLD SLIP TO PIKE SLIP,"800 W Laurel St, Independence, KS 67301, USA",37.2256055,-95.7162018
19076,MOORE HS 100 MERRILL AVE/RICHMOND AVE,"800 W Laurel St, Independence, KS 67301, USA",37.2256055,-95.7162018
19077,ROCKLAND AV-1400' EAST OF RICHMOND AV,"800 W Laurel St, Independence, KS 67301, USA",37.2256055,-95.7162018
19078,VARICK AVE & CHERRY ST->,"800 W Laurel St, Independence, KS 67301, USA",37.2256055,-95.7162018
19079,FDR DR - E 48 TO E 61 ST,"800 W Laurel St, Independence, KS 67301, USA",37.2256055,-95.7162018
19080,VARICK AVE & CHERRY ST->,"800 W Laurel St, Independence, KS 67301, USA",37.2256055,-95.7162018
19081,FDR DR - E 22 TO E 32 ST,"800 W Laurel St, Independence, KS 67301, USA",37.2256055,-95.7162018
19082,VARICK AVE & CHERRY ST->,"800 W Laurel St, Independence, KS 67301, USA",37.2256055,-95.7162018
19083,SUTTER AV & PENNSYLVANIA AV/G. PAYNE AVE,"800 W Laurel St, Independence, KS 67301, USA",37.2256055,-95.7162018
19084,SUTTER AV & PENNSYLVANIA AV/G. PAYNE AVE,"800 W Laurel St, Independence, KS 67301, USA",37.2256055,-95.7162018
19085,FDR DR - E 22 TO E 32 ST,"800 W Laurel St, Independence, KS 67301, USA",37.2256055,-95.7162018
19086,PS 76 7 AVE & W 121 ST,"800 W Laurel St, Independence, KS 67301, USA",37.2256055,-95.7162018
19087,FDR DR - E 89 TO E 114 ST,"800 W Laurel St, Independence, KS 67301, USA",37.2256055,-95.7162018
19088,VARICK AVE & CHERRY ST->,"800 W Laurel St, Independence, KS 67301, USA",37.2256055,-95.7162018
19089,VAN WYCK EXPY- HILLSIDE TO ATLANTIC AVES,"800 W Laurel St, Independence, KS 67301, USA",37.2256055,-95.7162018
19090,FDR DR - E 115 TO E 118 ST,"800 W Laurel St, Independence, KS 67301, USA",37.2256055,-95.7162018
19091,VAN WYCK EXPY- WHITESTONE TO NORTHERN BL,"800 W Laurel St, Independence, KS 67301, USA",37.2256055,-95.7162018
19092,HARLEM RIVER DR - W 190 ST TO DYCKMAN ST,"800 W Laurel St, Independence, KS 67301, USA",37.2256055,-95.7162018
19093,VARICK AVE & CHERRY ST->,"800 W Laurel St, Independence, KS 67301, USA",37.2256055,-95.7162018
19094,MOTT HAVEN CAMPUS-BLDG D- 730 CONC VLG W,"800 W Laurel St, Independence, KS 67301, USA",37.2256055,-95.7162018
19095,P.S. 199 70 ST. BET AMST. & WEST END AV.,"800 W Laurel St, Independence, KS 67301, USA",37.2256055,-95.7162018
19096,41 AVE & 249 ST,"800 W Laurel St, Independence, KS 67301, USA",37.2256055,-95.7162018
19097,H HUDSON PKWY - W 185 TO DYCKMAN ST,"800 W Laurel St, Independence, KS 67301, USA",37.2256055,-95.7162018
19098,MOTT HAVEN CAMPUS-BLDG C- 730 CONC VLG W,"800 W Laurel St, Independence, KS 67301, USA",37.2256055,-95.7162018
19099,CROSS IS PKWY- LINDEN BL TO JAMAICA AVE,"800 W Laurel St, Independence, KS 67301, USA",37.2256055,-95.7162018
19100,FDR DR - OLD SLIP TO PIKE SLIP,"800 W Laurel St, Independence, KS 67301, USA",37.2256055,-95.7162018
19101,FDR DR - E 22 TO E 32 ST,"800 W Laurel St, Independence, KS 67301, USA",37.2256055,-95.7162018
19102,MIDTOWN EXPY - VAN DAM ST TO 42 ST,"800 W Laurel St, Independence, KS 67301, USA",37.2256055,-95.7162018
19103,CROSS IS PKWY- JAMAICA AV TO HILLSIDE AV,"800 W Laurel St, Independence, KS 67301, USA",37.2256055,-95.7162018
19104,CROSS IS PKWY- S STATE PKWY TO LINDEN BL,"800 W Laurel St, Independence, KS 67301, USA",37.2256055,-95.7162018
19105,LI EXPY -COLLEGE PT BLVD TO KISSENA BLVD,"800 W Laurel St, Independence, KS 67301, USA",37.2256055,-95.7162018
19106,KINGSLAND & DRIGGS AVES,"800 W Laurel St, Independence, KS 67301, USA",37.2256055,-95.7162018
19107,VAN WYCK EXPY- HILLSIDE TO ATLANTIC AVES,"800 W Laurel St, Independence, KS 67301, USA",37.2256055,-95.7162018
19108,HARLEM RIVER DR - W 178 ST TO W 184 ST,"800 W Laurel St, Independence, KS 67301, USA",37.2256055,-95.7162018
19109,VAN WYCK EXPY- HILLSIDE TO ATLANTIC AVES,"800 W Laurel St, Independence, KS 67301, USA",37.2256055,-95.7162018
19110,VAN WYCK EXPY-ATLANTIC AV TO ROCKAWAY BL,"800 W Laurel St, Independence, KS 67301, USA",37.2256055,-95.7162018
19111,DUBOIS AVE & HURST ST NYCTA BUS GARAGE,"800 W Laurel St, Independence, KS 67301, USA",37.2256055,-95.7162018
19112,GARDNER & MASPETH AVES,"800 W Laurel St, Independence, KS 67301, USA",37.2256055,-95.7162018
19113,P.S. 53 350 DURANT AVE.,"800 W Laurel St, Independence, KS 67301, USA",37.2256055,-95.7162018
19114,P.S. 53 350 DURANT AVE.,"800 W Laurel St, Independence, KS 67301, USA",37.2256055,-95.7162018
19115,P.S. 53 350 DURANT AVE.,"800 W Laurel St, Independence, KS 67301, USA",37.2256055,-95.7162018
19116,P.S. 53 350 DURANT AVE.,"800 W Laurel St, Independence, KS 67301, USA",37.2256055,-95.7162018
19117,VAN WYCK EXPY-ATLANTIC AV TO ROCKAWAY BL,"800 W Laurel St, Independence, KS 67301, USA",37.2256055,-95.7162018
19118,107 AVE. & CROSS BAY BLVD.,"800 W Laurel St, Independence, KS 67301, USA",37.2256055,-95.7162018
19119,W SHORE EXPY-HUGUENOT AVE TO OUTERBRDG,"800 W Laurel St, Independence, KS 67301, USA",37.2256055,-95.7162018
19120,VAN WYCK EXPY-ATLANTIC AV TO ROCKAWAY BL,"800 W Laurel St, Independence, KS 67301, USA",37.2256055,-95.7162018
19121,CROSS IS PKWY- LINDEN BL TO JAMAICA AVE,"800 W Laurel St, Independence, KS 67301, USA",37.2256055,-95.7162018
19122,FDR DR - E 89 TO E 114 ST,"800 W Laurel St, Independence, KS 67301, USA",37.2256055,-95.7162018
19123,NUGENT AVE & XENIA ST,"800 W Laurel St, Independence, KS 67301, USA",37.2256055,-95.7162018
19124,VAN WYCK EXPY- HILLSIDE TO ATLANTIC AVES,"800 W Laurel St, Independence, KS 67301, USA",37.2256055,-95.7162018
19125,LI EXPY -COLLEGE PT BLVD TO KISSENA BLVD,"800 W Laurel St, Independence, KS 67301, USA",37.2256055,-95.7162018
19126,FDR DR - E 48 TO E 61 ST,"800 W Laurel St, Independence, KS 67301, USA",37.2256055,-95.7162018
19127,VAN WYCK EXPY-ATLANTIC AV TO ROCKAWAY BL,"800 W Laurel St, Independence, KS 67301, USA",37.2256055,-95.7162018
19128,VAN WYCK EXPY-ATLANTIC AV TO ROCKAWAY BL,"800 W Laurel St, Independence, KS 67301, USA",37.2256055,-95.7162018
19129,CROSS IS PKWY- LINDEN BL TO JAMAICA AVE,"800 W Laurel St, Independence, KS 67301, USA",37.2256055,-95.7162018
19130,440 E 26 ST - HUNTER CLGE RESIDENCE,"800 W Laurel St, Independence, KS 67301, USA",37.2256055,-95.7162018
